index,file,full_path,type,name,start_line,end_line,line_count,class_list,class_count,namespace,class_properties,functions,function_count,class,full_name,security,static,override,return_type,inputs
78,FindValueInSortedArrayProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\FindValueInSortedArrayProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,FindValueInSortedArrayProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
79,FindValueInSortedArrayProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\FindValueInSortedArrayProgram.cs,function,FindValue,,,,,,Demo.LearnByDoing.General,,,,FindValueInSortedArrayProgram,"private static bool FindValue(int[] a, int value)",private,True,False,bool,"['int[] a', 'int value']"
80,MinimalTreeGenerationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\MinimalTreeGenerationProgram.cs,namespace,Demo.LearnByDoing.General,3.0,38.0,35.0,['public class MinimalTreeGenerationProgram'],1.0,,,,,,,,,,,
81,MinimalTreeGenerationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\MinimalTreeGenerationProgram.cs,class,MinimalTreeGenerationProgram,8.0,37.0,29.0,,,Demo.LearnByDoing.General,"['public', 'class', 'MinimalTreeGenerationProgram']","['public static void Main(string[] args)', 'private static Node CreateMinimalTreeBst(int[] a)', 'private static Node CreateMinimalTreeBst(int[] a, int start, int end)']",3.0,,,,,,,
82,MinimalTreeGenerationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\MinimalTreeGenerationProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,MinimalTreeGenerationProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
83,MinimalTreeGenerationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\MinimalTreeGenerationProgram.cs,function,CreateMinimalTreeBst,,,,,,Demo.LearnByDoing.General,,,,MinimalTreeGenerationProgram,private static Node CreateMinimalTreeBst(int[] a),private,True,False,Node,['int[] a']
84,MinimalTreeGenerationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\MinimalTreeGenerationProgram.cs,function,CreateMinimalTreeBst,,,,,,Demo.LearnByDoing.General,,,,MinimalTreeGenerationProgram,"private static Node CreateMinimalTreeBst(int[] a, int start, int end)",private,True,False,Node,"['int[] a', 'int start', 'int end']"
85,ParsingNumbersPerDigitProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\ParsingNumbersPerDigitProgram.cs,namespace,Demo.LearnByDoing.General,5.0,62.0,57.0,['public class ParsingNumbersPerDigitProgram'],1.0,,,,,,,,,,,
86,ParsingNumbersPerDigitProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\ParsingNumbersPerDigitProgram.cs,class,ParsingNumbersPerDigitProgram,7.0,62.0,55.0,,,Demo.LearnByDoing.General,"['public', 'class', 'ParsingNumbersPerDigitProgram']","['public static void Main(string[] args)', 'private static List<int> GetDigitsUsingConversion(int val)', 'private static List<int> GetDigits(int val)']",3.0,,,,,,,
87,ParsingNumbersPerDigitProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\ParsingNumbersPerDigitProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,ParsingNumbersPerDigitProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
88,ParsingNumbersPerDigitProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\ParsingNumbersPerDigitProgram.cs,function,GetDigitsUsingConversion,,,,,,Demo.LearnByDoing.General,,,,ParsingNumbersPerDigitProgram,private static List<int> GetDigitsUsingConversion(int val),private,True,False,List<int>,['int val']
89,ParsingNumbersPerDigitProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\ParsingNumbersPerDigitProgram.cs,function,GetDigits,,,,,,Demo.LearnByDoing.General,,,,ParsingNumbersPerDigitProgram,private static List<int> GetDigits(int val),private,True,False,List<int>,['int val']
90,PrimeFactorizationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\PrimeFactorizationProgram.cs,namespace,Demo.LearnByDoing.General,6.0,47.0,41.0,['public class PrimeFactorizationProgram'],1.0,,,,,,,,,,,
91,PrimeFactorizationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\PrimeFactorizationProgram.cs,class,PrimeFactorizationProgram,12.0,46.0,34.0,,,Demo.LearnByDoing.General,"['public', 'class', 'PrimeFactorizationProgram']","['public static void Main(string[] args)', 'private static IEnumerable<int> GetPrimeFactors(int number)']",2.0,,,,,,,
92,PrimeFactorizationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\PrimeFactorizationProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,PrimeFactorizationProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
93,PrimeFactorizationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\PrimeFactorizationProgram.cs,function,GetPrimeFactors,,,,,,Demo.LearnByDoing.General,,,,PrimeFactorizationProgram,private static IEnumerable<int> GetPrimeFactors(int number),private,True,False,IEnumerable<int>,['int number']
94,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,namespace,Demo.LearnByDoing.General,5.0,90.0,85.0,['public class RemoveDuplicatesProgram'],1.0,,,,,,,,,,,
95,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,class,RemoveDuplicatesProgram,7.0,90.0,83.0,,,Demo.LearnByDoing.General,"['public', 'class', 'RemoveDuplicatesProgram']","['public static void Main(string[] args)', 'private static int[] RemoveDuplicatesBySortingFirst(int[] a)', 'private static int[] RemoveDuplicatesByCheckingPreviousElement(int[] a)', 'private static int[] RemoveDuplicatesUsingHashTable(int[] a)', 'private static void ThrowExceptionIfArrayIsEmpty(int[] a)', 'private static void PrintArray(string header, int[] a)']",6.0,,,,,,,
96,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,RemoveDuplicatesProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
97,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,function,RemoveDuplicatesBySortingFirst,,,,,,Demo.LearnByDoing.General,,,,RemoveDuplicatesProgram,private static int[] RemoveDuplicatesBySortingFirst(int[] a),private,True,False,int[],['int[] a']
98,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,function,RemoveDuplicatesByCheckingPreviousElement,,,,,,Demo.LearnByDoing.General,,,,RemoveDuplicatesProgram,private static int[] RemoveDuplicatesByCheckingPreviousElement(int[] a),private,True,False,int[],['int[] a']
99,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,function,RemoveDuplicatesUsingHashTable,,,,,,Demo.LearnByDoing.General,,,,RemoveDuplicatesProgram,private static int[] RemoveDuplicatesUsingHashTable(int[] a),private,True,False,int[],['int[] a']
100,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,function,ThrowExceptionIfArrayIsEmpty,,,,,,Demo.LearnByDoing.General,,,,RemoveDuplicatesProgram,private static void ThrowExceptionIfArrayIsEmpty(int[] a),private,True,False,void,['int[] a']
101,RemoveDuplicatesProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\RemoveDuplicatesProgram.cs,function,PrintArray,,,,,,Demo.LearnByDoing.General,,,,RemoveDuplicatesProgram,"private static void PrintArray(string header, int[] a)",private,True,False,void,"['string header', 'int[] a']"
102,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,namespace,Demo.LearnByDoing.General,7.0,77.0,70.0,['public class StringPermutationProgram'],1.0,,,,,,,,,,,
103,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,class,StringPermutationProgram,13.0,76.0,63.0,,,Demo.LearnByDoing.General,"['public', 'class', 'StringPermutationProgram']","['public static void Main(string[] args)', 'private static List<string> GetPermutations(string value)', 'private static void GetPermutations(string prefix, string remainder, List<string> result)', 'private static void Permute(string value, int left, int right)', 'private static void Swap(ref string value, int i, int j)']",5.0,,,,,,,
104,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,StringPermutationProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
105,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,function,GetPermutations,,,,,,Demo.LearnByDoing.General,,,,StringPermutationProgram,private static List<string> GetPermutations(string value),private,True,False,List<string>,['string value']
106,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,function,GetPermutations,,,,,,Demo.LearnByDoing.General,,,,StringPermutationProgram,"private static void GetPermutations(string prefix, string remainder, List<string> result)",private,True,False,void,"['string prefix', 'string remainder', 'List<string> result']"
107,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,function,Permute,,,,,,Demo.LearnByDoing.General,,,,StringPermutationProgram,"private static void Permute(string value, int left, int right)",private,True,False,void,"['string value', 'int left', 'int right']"
108,StringPermutationProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\StringPermutationProgram.cs,function,Swap,,,,,,Demo.LearnByDoing.General,,,,StringPermutationProgram,"private static void Swap(ref string value, int i, int j)",private,True,False,void,"['ref string value', 'int i', 'int j']"
109,TowerOfHanoiProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\TowerOfHanoiProgram.cs,namespace,Demo.LearnByDoing.General,2.0,33.0,31.0,['public class TowerOfHanoiProgram'],1.0,,,,,,,,,,,
110,TowerOfHanoiProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\TowerOfHanoiProgram.cs,class,TowerOfHanoiProgram,7.0,32.0,25.0,,,Demo.LearnByDoing.General,"['public', 'class', 'TowerOfHanoiProgram']","['public static void Main(string[] args)', 'private static void PrintHanoiSteps(int disks, int tower1, int tower2, int tower3)']",2.0,,,,,,,
111,TowerOfHanoiProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\TowerOfHanoiProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General,,,,TowerOfHanoiProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
112,TowerOfHanoiProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\TowerOfHanoiProgram.cs,function,PrintHanoiSteps,,,,,,Demo.LearnByDoing.General,,,,TowerOfHanoiProgram,"private static void PrintHanoiSteps(int disks, int tower1, int tower2, int tower3)",private,True,False,void,"['int disks', 'int tower1', 'int tower2', 'int tower3']"
113,AStarProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\AStar\AStarProgram.cs,namespace,Demo.LearnByDoing.General.Algorithms.AStar,7.0,42.0,35.0,['public class AStarProgram'],1.0,,,,,,,,,,,
114,AStarProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\AStar\AStarProgram.cs,class,AStarProgram,12.0,41.0,29.0,,,Demo.LearnByDoing.General.Algorithms.AStar,"['public', 'class', 'AStarProgram']","['public static void Main(string[] args)', 'private static Graph<char> CreateSampleGraph()']",2.0,,,,,,,
115,AStarProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\AStar\AStarProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General.Algorithms.AStar,,,,AStarProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
116,AStarProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\AStar\AStarProgram.cs,function,CreateSampleGraph,,,,,,Demo.LearnByDoing.General.Algorithms.AStar,,,,AStarProgram,private static Graph<char> CreateSampleGraph(),private,True,False,Graph<char>,['']
117,BellmanFordProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\BellmanFord\BellmanFordProgram.cs,namespace,Demo.LearnByDoing.General.Algorithms.BellmanFord,3.0,51.0,48.0,['public class BellmanFordProgram'],1.0,,,,,,,,,,,
118,BellmanFordProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\BellmanFord\BellmanFordProgram.cs,class,BellmanFordProgram,5.0,51.0,46.0,,,Demo.LearnByDoing.General.Algorithms.BellmanFord,"['public', 'class', 'BellmanFordProgram']","['public static void Main(string[] args)', 'private static Graph<char> CreateSampleGraph()']",2.0,,,,,,,
119,BellmanFordProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\BellmanFord\BellmanFordProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General.Algorithms.BellmanFord,,,,BellmanFordProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
120,BellmanFordProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\BellmanFord\BellmanFordProgram.cs,function,CreateSampleGraph,,,,,,Demo.LearnByDoing.General.Algorithms.BellmanFord,,,,BellmanFordProgram,private static Graph<char> CreateSampleGraph(),private,True,False,Graph<char>,['']
121,BellmanFordRepriseProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\BellmanFord\BellmanFordRepriseProgram.cs,namespace,Demo.LearnByDoing.General.Algorithms.BellmanFord,6.0,12.0,6.0,['public class BellmanFordRepriseProgram'],1.0,,,,,,,,,,,
122,BellmanFordRepriseProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\BellmanFord\BellmanFordRepriseProgram.cs,class,BellmanFordRepriseProgram,8.0,12.0,4.0,,,Demo.LearnByDoing.General.Algorithms.BellmanFord,"['public', 'class', 'BellmanFordRepriseProgram']",[],0.0,,,,,,,
123,DijkstraProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Dijkstra\DijkstraProgram.cs,namespace,Demo.LearnByDoing.General.Algorithms.Dijkstra,4.0,46.0,42.0,['public class DijkstraProgram'],1.0,,,,,,,,,,,
124,DijkstraProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Dijkstra\DijkstraProgram.cs,class,DijkstraProgram,6.0,46.0,40.0,,,Demo.LearnByDoing.General.Algorithms.Dijkstra,"['public', 'class', 'DijkstraProgram']","['public static void Main(string[] args)', 'private static Graph<char> CreateSampleGraph()']",2.0,,,,,,,
125,DijkstraProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Dijkstra\DijkstraProgram.cs,function,Main,,,,,,Demo.LearnByDoing.General.Algorithms.Dijkstra,,,,DijkstraProgram,public static void Main(string[] args),public,True,False,void,['string[] args']
126,DijkstraProgram.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Dijkstra\DijkstraProgram.cs,function,CreateSampleGraph,,,,,,Demo.LearnByDoing.General.Algorithms.Dijkstra,,,,DijkstraProgram,private static Graph<char> CreateSampleGraph(),private,True,False,Graph<char>,['']
127,Edge.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Edge.cs,namespace,Demo.LearnByDoing.General.Algorithms.Graph,0.0,0.0,0.0,[],0.0,,,,,,,,,,,
128,Edge.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Edge.cs,class,Edge<T>,2.0,19.0,17.0,,,Demo.LearnByDoing.General.Algorithms.Graph,"['public', 'class', 'Edge<T>']","['public Edge(int weight, Node<T> node)', 'public override string ToString()']",2.0,,,,,,,
129,Edge.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Edge.cs,function,Edge,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Edge<T>,"public Edge(int weight, Node<T> node)",public,False,False,void,"['int weight', 'Node<T> node']"
130,Edge.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Edge.cs,function,ToString,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Edge<T>,public override string ToString(),public,False,True,string,['']
131,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,namespace,Demo.LearnByDoing.General.Algorithms.Graph,4.0,304.0,300.0,['public class Graph<T>'],1.0,,,,,,,,,,,
132,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,class,Graph<T>,6.0,304.0,298.0,,,Demo.LearnByDoing.General.Algorithms.Graph,"['public', 'class', 'Graph<T>']","['public void AddVertex(Node<T> node, Edge<T>[] edges)', 'public List<Node<T>> GetShortestPathUsingBellmanFordAlgorithm(Node<T> fromNode, Node<T> toNode)', 'public List<Node<T>> GetPathBetween3(Node<T> fromNode, Node<T> toNode)', 'public List<Node<T>> GetPathBetween2(Node<T> fromNode, Node<T> toNode)', 'public List<T> GetPathBetween(Node<T> fromNode, Node<T> toNode)']",5.0,,,,,,,
133,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,function,AddVertex,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Graph<T>,"public void AddVertex(Node<T> node, Edge<T>[] edges)",public,False,False,void,"['Node<T> node', 'Edge<T>[] edges']"
134,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,function,GetShortestPathUsingBellmanFordAlgorithm,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Graph<T>,"public List<Node<T>> GetShortestPathUsingBellmanFordAlgorithm(Node<T> fromNode, Node<T> toNode)",public,False,False,List<Node<T>>,"['Node<T> fromNode', 'Node<T> toNode']"
135,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,function,GetPathBetween3,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Graph<T>,"public List<Node<T>> GetPathBetween3(Node<T> fromNode, Node<T> toNode)",public,False,False,List<Node<T>>,"['Node<T> fromNode', 'Node<T> toNode']"
136,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,function,GetPathBetween2,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Graph<T>,"public List<Node<T>> GetPathBetween2(Node<T> fromNode, Node<T> toNode)",public,False,False,List<Node<T>>,"['Node<T> fromNode', 'Node<T> toNode']"
137,Graph.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Graph.cs,function,GetPathBetween,,,,,,Demo.LearnByDoing.General.Algorithms.Graph,,,,Graph<T>,"public List<T> GetPathBetween(Node<T> fromNode, Node<T> toNode)",public,False,False,List<T>,"['Node<T> fromNode', 'Node<T> toNode']"
138,Node.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.General\Algorithms\Graph\Node.cs,namespace,Demo.LearnByDoing.General.Algorithms.Graph,2.0,35.0,33.0,['public class Node<T>'],1.0,,,,,,,,,,,
